sale_id,date_key,product_key,customer_key,store_key,units,unit_price,cost,sales_amount
1859,20240902,7,351,7,3,25.35,18.13,76.05
1860,20240228,16,241,5,2,57.13,45.09,114.26
1861,20240608,27,19,6,3,258.66,178.31,775.98
1862,20241010,35,250,3,4,486.03,337.13,1944.12
1863,20240224,12,175,8,5,380.93,320.38,1904.65
1864,20240630,34,19,4,4,388.84,240.75,1555.36
1865,20240319,13,392,4,6,333.57,236.13,2001.42
1866,20240715,12,152,4,3,452.23,264.32,1356.69
1867,20240329,21,10,3,4,369.05,236.46,1476.2
1868,20241219,8,246,3,9,132.89,107.01,1196.01
1869,20240129,19,151,2,6,252.24,192.95,1513.44
1870,20241218,17,263,4,1,205.15,150.5,205.15
1871,20241016,13,65,4,4,86.87,50.75,347.48
1872,20241109,35,332,4,9,115.08,92.66,1035.72
1873,20241107,15,169,8,2,146.15,93.45,292.3
1874,20240309,32,169,1,10,90.95,64.62,909.5
1875,20241206,33,322,8,3,112.57,69.8,337.71
1876,20240805,30,220,7,7,458.61,323.88,3210.27
1877,20241218,13,1,1,5,174.9,125.69,874.5
1878,20241117,38,232,6,7,414.62,270.39,2902.34
1879,20240731,11,259,2,8,36.87,25.87,294.96
1880,20240517,13,125,1,2,491.0,329.86,982.0
1881,20240212,40,73,7,4,383.57,291.22,1534.28
1882,20240207,16,22,1,6,453.82,323.65,2722.92
1883,20240522,32,339,3,3,265.33,215.83,795.99
1884,20241023,2,2,1,4,319.1,180.26,1276.4
1885,20240703,28,234,2,9,183.61,102.45,1652.49
1886,20240625,40,335,1,3,218.86,132.75,656.58
1887,20240330,32,141,7,2,376.62,220.54,753.24
1888,20240725,27,81,1,6,29.73,21.04,178.38
1889,20240821,39,286,7,1,23.09,14.09,23.09
1890,20241225,14,253,2,1,438.09,243.06,438.09
1891,20240923,17,6,8,9,59.45,37.74,535.05
1892,20240810,4,231,7,3,361.91,254.34,1085.73
1893,20241129,32,1,6,2,103.77,79.31,207.54
1894,20240604,33,160,7,7,186.27,126.95,1303.89
1895,20241208,34,122,3,5,150.31,126.08,751.55
1896,20240515,34,334,7,5,247.72,151.07,1238.6
1897,20240216,6,391,2,5,414.2,291.69,2071.0
1898,20240601,30,280,5,2,438.39,274.41,876.78
1899,20240217,35,294,8,9,114.91,91.01,1034.19
1900,20240213,10,10,6,1,172.14,104.37,172.14
1901,20241118,22,26,3,5,419.27,351.55,2096.35
1902,20241017,42,311,6,3,49.37,37.77,148.11
1903,20240321,19,172,8,7,62.86,45.07,440.02
1904,20241102,34,203,8,6,242.39,172.03,1454.34
1905,20240126,24,277,6,4,396.12,260.94,1584.48
1906,20240414,30,139,6,6,171.31,95.3,1027.86
1907,20240915,29,273,7,3,39.37,32.46,118.11
1908,20240421,30,291,6,2,484.09,381.7,968.18
1909,20240924,36,97,2,10,469.76,277.37,4697.6
1910,20241116,41,275,7,7,327.69,192.23,2293.83
1911,20240125,14,68,2,7,342.53,220.05,2397.71
1912,20240109,42,125,5,10,467.18,363.91,4671.8
1913,20241210,29,313,3,10,323.71,226.9,3237.1
1914,20240709,27,394,2,6,395.26,294.97,2371.56
1915,20240704,15,26,3,8,234.44,129.38,1875.52
1916,20240618,19,260,1,6,117.86,97.48,707.16
1917,20240607,30,228,4,3,417.1,250.14,1251.3
1918,20240909,17,243,4,7,343.77,221.96,2406.39
1919,20240731,13,315,4,10,148.33,123.73,1483.3
1920,20240229,37,28,1,9,313.52,241.37,2821.68
1921,20240817,19,296,5,6,409.16,287.77,2454.96
1922,20240901,30,112,2,10,138.82,112.29,1388.2
1923,20240211,2,62,7,2,385.24,218.96,770.48
1924,20240517,4,179,1,1,40.81,23.38,40.81
1925,20241016,39,11,1,5,314.35,187.52,1571.75
1926,20240814,7,253,3,3,499.47,314.35,1498.41
1927,20240219,36,227,4,10,433.86,330.91,4338.6
1928,20240115,41,206,8,2,438.45,311.18,876.9
1929,20240731,22,13,5,6,341.78,231.66,2050.68
1930,20240617,40,306,4,8,233.29,183.08,1866.32
1931,20241217,20,15,7,2,340.22,219.49,680.44
1932,20240710,43,106,2,1,163.99,94.4,163.99
1933,20241206,11,159,8,6,278.62,186.41,1671.72
1934,20240319,20,281,4,10,272.14,212.25,2721.4
1935,20240612,18,164,3,1,274.15,189.77,274.15
1936,20240221,36,327,3,1,208.93,176.16,208.93
1937,20240729,2,374,1,10,179.64,144.94,1796.4
1938,20240309,38,307,6,7,168.53,132.68,1179.71
1939,20240629,2,16,5,8,116.24,90.89,929.92
1940,20240505,15,309,6,3,222.08,160.86,666.24
1941,20240308,27,83,6,4,63.28,51.91,253.12
1942,20240205,7,356,1,5,451.28,328.06,2256.4
1943,20240706,23,392,8,3,39.49,26.13,118.47
1944,20241212,45,34,5,5,419.52,255.39,2097.6
1945,20240313,38,40,6,10,124.42,98.78,1244.2
1946,20240528,2,279,1,8,427.34,282.62,3418.72
1947,20240323,27,58,7,9,361.53,284.62,3253.77
1948,20241023,27,388,6,5,460.88,389.4,2304.4
1949,20240531,4,217,3,8,435.77,291.8,3486.16
1950,20241222,30,230,8,5,352.04,229.61,1760.2
1951,20240330,24,345,6,7,80.08,48.13,560.56
1952,20240130,31,87,8,8,276.78,191.7,2214.24
1953,20240801,14,223,7,9,173.21,129.25,1558.89
1954,20240826,12,400,2,10,443.46,285.52,4434.6
1955,20241228,34,9,8,2,436.75,303.85,873.5
1956,20241114,33,70,6,8,160.45,114.1,1283.6
1957,20241119,8,59,2,8,337.49,213.49,2699.92
1958,20240820,10,135,7,8,172.45,96.06,1379.6
1959,20240511,27,52,4,1,340.7,209.42,340.7
1960,20240606,38,69,7,5,308.87,244.3,1544.35
1961,20240218,10,342,2,10,257.92,163.37,2579.2
1962,20240606,10,186,3,10,439.81,243.72,4398.1
1963,20240513,37,144,3,3,126.79,85.9,380.37
1964,20240114,32,168,4,5,399.75,301.71,1998.75
1965,20240315,41,389,6,9,346.31,268.64,3116.79
1966,20240714,36,197,2,10,144.23,97.24,1442.3
1967,20240515,43,188,6,4,213.73,154.22,854.92
1968,20241229,9,372,1,9,39.16,30.3,352.44
1969,20240624,13,15,3,9,300.8,245.69,2707.2
1970,20241216,11,192,6,2,444.51,329.81,889.02
1971,20240829,3,300,3,1,63.32,47.95,63.32
1972,20240115,36,206,4,1,70.34,40.77,70.34
1973,20240315,30,348,5,2,239.91,162.21,479.82
1974,20240915,4,355,2,8,144.21,117.77,1153.68
1975,20240718,9,135,8,4,142.08,84.99,568.32
1976,20240420,9,328,7,7,321.14,206.49,2247.98
1977,20240710,19,98,8,1,208.08,156.77,208.08
1978,20241126,21,96,4,7,423.1,347.21,2961.7
1979,20240522,14,391,3,8,217.31,123.37,1738.48
1980,20240117,42,6,8,10,309.56,251.1,3095.6
1981,20240423,10,142,6,4,201.96,124.43,807.84
1982,20241208,26,252,7,6,131.73,106.47,790.38
1983,20241005,20,166,2,5,238.31,194.64,1191.55
1984,20241102,18,338,7,4,361.64,283.04,1446.56
1985,20241129,38,101,5,7,476.64,394.25,3336.48
1986,20240213,45,222,7,6,25.87,21.69,155.22
1987,20240413,1,51,7,9,268.25,221.99,2414.25
1988,20240122,21,85,1,1,319.8,225.12,319.8
1989,20240102,6,70,1,3,47.43,32.68,142.29
1990,20241101,20,297,1,6,415.44,241.6,2492.64
1991,20241208,28,82,6,6,141.6,87.06,849.6
1992,20240227,19,268,8,10,438.08,326.68,4380.8
1993,20240921,14,139,1,7,278.54,163.84,1949.78
1994,20240714,15,227,2,1,80.28,66.85,80.28
1995,20240126,14,350,4,5,370.91,229.26,1854.55
1996,20241201,15,346,4,9,82.83,47.74,745.47
1997,20241114,17,5,1,9,361.59,224.39,3254.31
1998,20240726,31,314,5,9,405.06,228.73,3645.54
1999,20240916,5,383,8,5,289.89,173.88,1449.45
2000,20240525,2,268,2,2,139.19,101.09,278.38
2001,20241017,24,75,1,3,221.48,141.03,664.44
2002,20240611,31,266,2,9,266.37,210.53,2397.33
2003,20241228,12,255,2,4,334.56,224.63,1338.24
2004,20240124,10,265,4,8,318.79,243.62,2550.32
2005,20240304,29,172,1,1,203.21,154.95,203.21
2006,20241220,18,211,3,5,380.29,224.65,1901.45
2007,20240415,34,261,1,10,386.85,219.33,3868.5
2008,20240423,7,186,6,3,349.68,280.65,1049.04
2009,20241016,6,310,4,1,139.72,106.22,139.72
2010,20240310,25,284,1,3,237.35,143.0,712.05
2011,20240706,18,122,1,1,219.21,165.28,219.21
2012,20240414,33,245,4,7,409.31,265.58,2865.17
2013,20240313,23,303,5,2,405.05,229.67,810.1
2014,20241218,16,196,2,3,433.71,268.31,1301.13
2015,20240314,8,287,3,6,119.43,92.77,716.58
2016,20240204,8,51,5,4,375.49,250.53,1501.96
2017,20240903,35,155,4,7,435.85,310.96,3050.95
2018,20241113,11,281,1,10,87.41,51.66,874.1
2019,20240216,23,359,4,10,24.77,14.31,247.7
2020,20240916,37,259,2,8,57.23,35.58,457.84
2021,20240716,41,266,8,10,305.07,211.04,3050.7
2022,20241030,13,137,7,8,213.72,171.85,1709.76
2023,20240216,5,281,3,1,101.55,79.11,101.55
2024,20241223,35,143,2,10,266.51,159.38,2665.1
2025,20240814,31,21,2,6,393.83,225.05,2362.98
2026,20241104,15,99,6,1,428.63,264.74,428.63
2027,20240512,27,245,8,7,377.1,303.83,2639.7
2028,20241211,9,385,3,3,443.33,312.44,1329.99
2029,20240817,32,199,6,6,304.07,240.84,1824.42
2030,20240216,33,345,2,7,419.35,277.14,2935.45
2031,20241203,14,312,8,1,211.51,153.8,211.51
2032,20241018,22,225,3,5,426.98,311.02,2134.9
2033,20240419,16,322,1,1,448.43,330.95,448.43
2034,20240718,2,161,8,2,344.77,238.25,689.54
2035,20240522,6,178,8,3,218.37,135.78,655.11
2036,20240717,44,295,4,8,144.43,98.0,1155.44
2037,20241219,21,256,8,5,165.96,139.81,829.8
2038,20241125,7,212,2,1,70.52,44.54,70.52
2039,20240319,2,174,3,8,28.35,21.76,226.8
2040,20241221,16,391,5,6,210.14,175.13,1260.84
2041,20240609,45,27,5,2,26.12,18.8,52.24
2042,20240914,18,23,4,6,440.89,307.21,2645.34
2043,20241006,45,192,7,3,326.73,191.55,980.19
2044,20240625,23,14,7,7,422.62,327.94,2958.34
2045,20240616,35,137,1,10,224.99,185.27,2249.9
2046,20240616,36,228,8,4,115.86,97.81,463.44
2047,20241111,2,163,2,8,148.69,90.77,1189.52
2048,20240521,1,82,5,1,428.09,353.61,428.09
2049,20240412,42,114,4,5,65.34,43.19,326.7
2050,20240512,42,242,4,9,350.64,257.98,3155.76
2051,20240312,6,381,2,1,116.72,72.03,116.72
2052,20240523,30,313,3,10,179.82,112.3,1798.2
2053,20240211,42,219,1,1,6.51,4.79,6.51
2054,20240202,43,56,8,5,242.15,168.4,1210.75
2055,20240921,14,98,2,2,68.53,57.52,137.06
2056,20240129,37,177,4,1,430.53,270.95,430.53
2057,20240726,30,99,2,4,53.38,43.42,213.52
2058,20241012,42,276,2,6,128.93,88.72,773.58
2059,20240922,7,147,4,8,12.33,7.28,98.64
2060,20240612,28,334,8,4,496.47,308.67,1985.88
2061,20240311,2,108,4,5,322.51,250.5,1612.55
2062,20241206,17,199,8,2,323.57,258.21,647.14
2063,20241101,1,286,7,8,261.84,147.12,2094.72
2064,20240812,20,83,4,2,434.69,292.55,869.38
2065,20240201,37,305,8,9,76.37,53.33,687.33
2066,20240113,30,235,3,2,397.46,291.94,794.92
2067,20240425,15,260,5,7,404.53,301.45,2831.71
2068,20240227,20,182,6,4,22.88,18.28,91.52
2069,20241110,17,375,5,10,70.68,44.67,706.8
2070,20240316,33,309,7,3,275.84,160.97,827.52
2071,20240413,12,77,2,10,49.64,30.08,496.4
2072,20241223,5,223,4,9,144.77,120.31,1302.93
2073,20241026,23,362,6,5,204.82,146.24,1024.1
2074,20240321,38,112,3,5,82.82,50.99,414.1
2075,20240520,22,215,7,4,353.55,277.81,1414.2
2076,20240707,10,302,3,5,250.06,181.57,1250.3
2077,20240831,3,110,3,5,321.71,212.39,1608.55
2078,20241208,43,208,3,2,239.78,133.2,479.56
2079,20241114,35,222,6,4,209.18,164.17,836.72
2080,20241223,7,72,1,9,248.73,190.34,2238.57
2081,20240115,4,72,2,10,450.26,283.05,4502.6
2082,20240327,6,226,7,1,201.04,126.59,201.04
2083,20240725,17,72,2,8,322.92,203.91,2583.36
2084,20240118,37,380,1,3,417.81,313.83,1253.43
2085,20240510,8,210,3,7,312.44,199.42,2187.08
2086,20240226,37,283,4,7,116.9,75.18,818.3
2087,20241207,1,159,1,9,65.37,43.34,588.33
2088,20240124,34,120,7,8,297.48,251.09,2379.84
2089,20240224,13,195,1,9,365.06,251.17,3285.54
2090,20240312,44,285,4,9,385.52,255.68,3469.68
2091,20240224,22,160,2,7,348.43,240.77,2439.01
2092,20240727,13,114,3,5,6.71,5.14,33.55
2093,20240513,11,58,1,4,388.05,316.3,1552.2
2094,20241129,38,218,8,4,304.29,257.81,1217.16
2095,20240405,19,272,8,4,494.15,343.84,1976.6
2096,20240715,16,211,2,3,383.47,263.84,1150.41
2097,20240829,34,102,2,4,217.95,141.47,871.8
2098,20240817,25,99,8,6,339.69,266.22,2038.14
2099,20241018,30,151,4,3,309.89,231.39,929.67
2100,20240314,21,140,1,4,172.01,113.36,688.04
2101,20240704,3,82,2,8,269.1,189.87,2152.8
2102,20241020,1,377,4,4,106.17,64.95,424.68
2103,20241111,2,132,5,2,48.48,36.76,96.96
2104,20240814,26,101,6,1,367.85,230.14,367.85
2105,20240826,24,243,2,8,195.14,127.79,1561.12
2106,20241112,34,321,3,10,379.08,216.24,3790.8
2107,20240816,41,186,3,7,246.73,151.98,1727.11
2108,20241213,8,267,5,1,405.85,246.95,405.85
2109,20240216,44,39,3,6,371.11,285.97,2226.66
2110,20240507,42,214,2,3,383.24,290.63,1149.72
2111,20240211,28,27,7,4,217.52,154.75,870.08
2112,20240203,24,56,5,10,480.78,320.26,4807.8
2113,20240621,8,237,4,9,205.6,167.94,1850.4
2114,20240323,9,82,2,8,397.61,324.14,3180.88
2115,20240529,1,15,1,6,247.35,180.78,1484.1
2116,20240609,30,72,7,6,121.37,90.71,728.22
2117,20240815,20,310,8,10,316.31,249.55,3163.1
2118,20241212,9,235,5,7,237.21,181.9,1660.47
2119,20241106,7,153,1,6,135.71,83.8,814.26
2120,20240518,3,390,4,1,194.35,136.24,194.35
2121,20240429,29,155,3,10,84.17,50.13,841.7
2122,20241009,31,351,1,9,493.59,391.33,4442.31
2123,20240215,29,138,2,4,323.38,241.27,1293.52
2124,20240716,5,11,4,3,90.9,76.69,272.7
2125,20240603,2,45,4,10,383.47,226.61,3834.7
2126,20240307,5,110,5,10,302.93,212.97,3029.3
2127,20240813,34,75,6,5,362.66,278.23,1813.3
2128,20240427,34,63,3,3,294.32,238.46,882.96
2129,20240308,14,154,3,8,34.93,28.15,279.44
2130,20240827,3,391,6,7,105.6,64.48,739.2
2131,20240304,15,81,2,10,385.53,325.66,3855.3
2132,20240903,37,95,1,6,378.4,319.52,2270.4
2133,20240229,7,399,7,6,378.17,317.93,2269.02
2134,20240608,36,81,2,2,12.53,9.2,25.06
2135,20241022,21,333,1,7,403.55,322.67,2824.85
2136,20240324,7,249,6,4,222.37,127.38,889.48
2137,20241007,43,372,5,3,348.36,218.3,1045.08
2138,20240921,24,223,2,8,139.68,80.68,1117.44
2139,20241126,31,238,7,4,385.92,270.79,1543.68
2140,20240302,5,91,2,3,491.23,412.35,1473.69
2141,20240918,17,230,6,10,130.5,97.19,1305.0
2142,20241208,29,269,6,10,393.18,270.66,3931.8
2143,20241006,30,395,7,5,304.45,239.86,1522.25
2144,20240309,3,39,6,3,140.18,100.24,420.54
2145,20241027,28,63,6,2,150.71,103.58,301.42
2146,20240209,43,8,1,7,367.16,271.26,2570.12
2147,20240803,36,317,8,7,145.75,102.54,1020.25
2148,20240701,10,33,2,7,28.66,21.28,200.62
2149,20240713,42,367,3,8,437.61,346.06,3500.88
2150,20240709,31,146,4,5,296.53,204.23,1482.65
2151,20240112,3,116,3,7,380.44,256.61,2663.08
2152,20240704,6,391,5,7,303.6,217.86,2125.2
2153,20241208,42,289,1,8,260.65,214.1,2085.2
2154,20240608,10,219,4,8,386.14,261.38,3089.12
2155,20240411,5,356,3,1,20.92,16.83,20.92
2156,20241230,21,302,6,7,159.38,117.17,1115.66
2157,20240206,24,255,5,10,315.6,174.75,3156.0
2158,20240626,26,129,7,6,472.27,327.22,2833.62
2159,20240706,30,395,2,6,199.86,122.55,1199.16
2160,20240623,45,288,8,7,487.77,290.28,3414.39
2161,20241203,35,379,4,6,378.86,235.02,2273.16
2162,20240603,2,387,3,5,245.02,187.13,1225.1
2163,20241222,4,220,5,10,217.43,160.51,2174.3
2164,20240125,1,144,2,1,69.07,49.11,69.07
2165,20240925,18,379,7,9,309.52,216.22,2785.68
2166,20240805,16,400,3,2,30.92,20.62,61.84
2167,20240329,43,49,8,3,217.39,177.38,652.17
2168,20240324,17,256,2,7,122.67,101.78,858.69
2169,20240920,2,241,7,7,478.36,372.8,3348.52
2170,20240821,40,300,4,10,184.82,117.63,1848.2
2171,20240811,12,391,5,3,247.18,203.72,741.54
2172,20240119,42,101,7,1,190.87,151.88,190.87
2173,20240806,35,391,2,3,72.92,42.82,218.76
2174,20241225,40,258,3,6,179.53,117.14,1077.18
2175,20240107,37,34,8,4,390.6,253.22,1562.4
2176,20240620,7,205,2,3,312.49,240.31,937.47
2177,20240629,29,54,1,10,221.52,156.65,2215.2
2178,20241124,19,383,5,6,411.18,259.07,2467.08
2179,20240413,29,306,1,7,7.05,4.37,49.35
2180,20240623,34,362,8,8,414.17,284.64,3313.36
2181,20240919,23,242,8,5,34.47,25.85,172.35
2182,20240123,15,159,2,8,435.78,306.19,3486.24
2183,20241020,42,172,2,10,474.05,297.85,4740.5
2184,20241027,30,379,7,8,410.49,302.12,3283.92
2185,20240920,40,61,5,3,14.7,12.49,44.1
2186,20240825,11,354,7,8,265.47,160.08,2123.76
2187,20240930,38,169,8,3,415.25,294.21,1245.75
2188,20241013,15,237,4,1,274.78,182.1,274.78
2189,20241126,21,267,3,5,183.17,112.75,915.85
2190,20240605,39,33,5,6,237.99,193.4,1427.94
2191,20240615,16,60,6,5,44.94,37.63,224.7
2192,20240821,12,65,4,3,250.68,164.21,752.04
2193,20240311,42,312,3,3,18.78,12.29,56.34
2194,20241109,44,31,3,10,323.84,187.03,3238.4
2195,20241009,14,245,5,3,198.27,145.79,594.81
2196,20240818,14,44,4,8,99.71,55.63,797.68
2197,20240420,11,308,4,3,13.6,9.5,40.8
2198,20240507,2,391,1,2,461.45,274.95,922.9
2199,20240608,25,166,8,1,280.38,210.76,280.38
2200,20240830,12,85,6,3,325.24,269.52,975.72
2201,20241011,39,178,8,9,390.78,225.34,3517.02
2202,20240902,8,277,7,5,315.16,246.87,1575.8
2203,20241206,29,291,5,7,209.49,167.42,1466.43
2204,20241217,23,255,3,10,315.66,190.3,3156.6
2205,20240914,28,233,6,1,130.0,107.48,130.0
2206,20240515,6,253,5,2,282.87,208.27,565.74
2207,20240807,21,87,8,10,106.77,75.86,1067.7
2208,20240604,29,83,2,6,459.12,344.99,2754.72
2209,20240818,16,373,1,7,257.24,163.72,1800.68
2210,20241024,40,232,2,4,120.75,67.33,483.0
2211,20240515,24,345,2,9,321.62,219.54,2894.58
2212,20240704,17,251,6,7,49.71,38.43,347.97
2213,20240117,2,183,2,3,219.84,181.5,659.52
2214,20240926,8,229,2,7,433.65,294.46,3035.55
2215,20240628,22,277,4,1,385.09,242.26,385.09
2216,20240617,19,75,7,3,353.2,208.17,1059.6
2217,20240713,40,185,4,3,237.95,197.65,713.85
2218,20240319,36,290,3,8,226.21,140.09,1809.68
2219,20240806,8,35,3,8,10.6,8.73,84.8
2220,20240929,27,30,7,1,302.02,182.76,302.02
2221,20240507,21,65,4,10,290.62,161.42,2906.2
2222,20240218,5,237,3,9,7.61,4.7,68.49
2223,20240521,30,96,7,5,72.84,50.83,364.2
2224,20240313,25,175,3,3,11.16,7.31,33.48
2225,20240516,4,54,3,5,130.32,107.16,651.6
2226,20240817,22,101,7,6,6.91,4.93,41.46
2227,20240211,33,8,3,7,211.6,123.86,1481.2
2228,20240930,15,323,5,4,240.81,177.62,963.24
2229,20240323,17,187,6,2,221.36,147.58,442.72
2230,20241123,5,71,2,7,103.7,78.16,725.9
2231,20240925,10,211,2,8,264.16,207.59,2113.28
2232,20240409,45,374,7,3,407.98,345.01,1223.94
2233,20240725,28,330,3,7,149.15,107.83,1044.05
2234,20240210,8,354,3,6,159.72,105.42,958.32
2235,20240206,22,163,5,6,273.7,186.14,1642.2
2236,20241215,9,145,1,1,120.71,80.97,120.71
2237,20241020,20,127,1,4,172.2,117.98,688.8
2238,20240226,7,123,4,4,228.96,127.99,915.84
2239,20240413,28,368,8,9,196.22,122.48,1765.98
2240,20240313,26,55,5,9,410.02,347.01,3690.18
2241,20240524,29,341,5,9,425.25,352.28,3827.25
2242,20240416,20,367,5,5,204.42,115.39,1022.1
2243,20240430,13,338,7,4,226.65,191.26,906.6
2244,20240712,12,252,7,5,478.66,376.99,2393.3
2245,20240310,10,343,1,8,254.03,139.93,2032.24
2246,20241119,20,13,5,7,496.55,409.18,3475.85
2247,20240923,21,327,5,7,382.59,320.65,2678.13
2248,20241005,31,205,2,5,135.79,100.3,678.95
2249,20240303,3,384,8,7,118.4,93.12,828.8
2250,20240916,13,35,3,9,83.74,54.41,753.66
2251,20241102,39,373,7,7,404.04,291.59,2828.28
2252,20240305,42,230,1,5,156.9,120.73,784.5
2253,20241001,42,42,5,9,339.52,243.9,3055.68
2254,20240510,14,204,6,10,272.37,174.69,2723.7
2255,20241015,7,15,5,8,413.87,308.23,3310.96
2256,20240624,9,34,1,9,376.65,301.89,3389.85
2257,20241020,6,213,1,3,36.56,29.28,109.68
2258,20240223,43,327,5,5,172.52,101.73,862.6
2259,20240522,40,44,7,3,262.45,179.42,787.35
2260,20240410,37,105,5,4,402.8,226.22,1611.2
2261,20240331,33,157,1,8,358.44,265.18,2867.52
2262,20240422,16,217,7,7,276.95,172.44,1938.65
2263,20240519,22,1,4,1,405.15,335.91,405.15
2264,20240216,38,256,1,8,220.29,162.02,1762.32
2265,20240915,37,200,3,2,32.55,21.81,65.1
2266,20240720,24,385,2,2,435.92,335.41,871.84
2267,20241030,38,121,8,6,265.66,162.64,1593.96
2268,20240915,16,198,8,3,405.16,233.95,1215.48
2269,20240224,19,33,1,10,199.08,114.71,1990.8
2270,20240126,38,367,5,2,296.33,214.79,592.66
2271,20240603,17,334,1,2,168.89,137.93,337.78
2272,20240625,34,142,4,8,207.74,128.14,1661.92
2273,20240328,21,185,2,3,77.96,60.65,233.88
2274,20241013,14,343,6,8,372.09,208.85,2976.72
2275,20240731,10,119,1,7,143.74,94.29,1006.18
2276,20240930,28,95,8,2,154.36,115.17,308.72
2277,20240209,22,97,2,6,180.32,143.87,1081.92
2278,20241025,17,283,3,6,218.9,182.33,1313.4
2279,20240316,34,85,8,1,290.2,214.68,290.2
2280,20240613,1,36,8,8,342.99,236.25,2743.92
2281,20240609,5,67,1,9,339.47,192.88,3055.23
2282,20241027,44,395,1,10,214.72,135.85,2147.2
2283,20240411,30,350,7,1,243.54,201.39,243.54
2284,20240329,25,382,8,2,74.46,53.97,148.92
2285,20240504,1,111,4,9,263.15,171.79,2368.35
2286,20240512,27,177,2,4,439.14,274.31,1756.56
2287,20240307,20,197,2,7,232.92,136.05,1630.44
2288,20240305,27,210,3,4,469.32,363.95,1877.28
2289,20240325,2,11,6,3,82.11,55.32,246.33
2290,20240620,25,240,1,7,369.77,307.27,2588.39
2291,20240505,27,16,6,3,355.45,243.95,1066.35
2292,20240523,14,111,7,2,342.36,272.35,684.72
2293,20240920,3,117,2,6,333.11,196.23,1998.66
2294,20240329,44,270,8,2,16.04,9.55,32.08
2295,20241129,32,359,8,2,372.35,235.31,744.7
2296,20241002,28,280,3,8,252.34,153.26,2018.72
2297,20240304,35,175,1,6,264.47,222.95,1586.82
2298,20240424,31,211,3,6,30.18,23.92,181.08
2299,20240308,7,205,3,2,98.25,64.31,196.5
2300,20240409,21,60,3,2,455.95,321.88,911.9
2301,20240513,40,383,8,4,161.19,114.44,644.76
2302,20240217,13,368,2,4,199.97,146.41,799.88
2303,20240106,44,97,3,5,98.66,57.33,493.3
2304,20240609,3,47,7,2,317.93,208.15,635.86
2305,20240913,15,67,1,9,371.65,213.99,3344.85
2306,20240420,16,252,1,4,461.02,380.67,1844.08
2307,20241110,28,12,3,9,283.22,190.05,2548.98
2308,20240515,8,42,8,5,141.44,108.64,707.2
2309,20241125,11,260,7,5,40.13,33.16,200.65
2310,20240327,30,59,8,2,136.72,87.89,273.44
2311,20240716,13,28,7,7,311.09,179.3,2177.63
2312,20241006,40,9,1,1,487.18,317.09,487.18
2313,20240122,40,283,4,8,44.2,33.21,353.6
2314,20241206,14,146,5,9,197.24,138.06,1775.16
2315,20240513,26,114,2,4,335.28,191.94,1341.12
2316,20240701,15,256,8,9,289.41,165.27,2604.69
2317,20240818,16,69,5,7,327.59,248.93,2293.13
2318,20240823,31,209,7,1,234.29,180.63,234.29
2319,20240109,14,194,3,3,137.18,79.96,411.54
2320,20241113,7,270,6,7,243.96,192.34,1707.72
2321,20240816,12,250,1,8,193.86,126.72,1550.88
2322,20241231,42,271,1,1,356.1,203.14,356.1
2323,20240621,12,86,6,7,89.95,58.48,629.65
2324,20240812,17,57,1,9,250.59,192.74,2255.31
2325,20240610,29,214,3,1,479.74,358.24,479.74
2326,20241121,5,23,7,9,268.24,186.28,2414.16
2327,20241031,13,182,4,6,122.42,77.6,734.52
2328,20241128,8,251,4,7,468.25,316.25,3277.75
2329,20240703,42,329,3,1,125.86,83.63,125.86
2330,20241016,42,262,6,7,376.83,251.35,2637.81
2331,20240511,35,398,8,5,59.22,41.27,296.1
2332,20240617,12,223,6,4,426.78,293.02,1707.12
2333,20241005,28,179,3,8,94.38,54.81,755.04
2334,20240130,30,99,4,3,200.12,127.49,600.36
2335,20240917,40,270,1,1,482.98,284.35,482.98
2336,20240106,8,325,2,5,291.8,213.2,1459.0
2337,20240731,34,129,3,8,135.68,91.83,1085.44
2338,20240623,9,31,4,2,5.31,3.99,10.62
2339,20240620,26,5,8,10,8.36,4.82,83.6
2340,20240629,40,253,7,7,140.92,92.09,986.44
2341,20240629,3,266,1,10,265.79,160.57,2657.9
2342,20240529,7,49,3,5,245.02,141.53,1225.1
2343,20240614,37,10,1,2,461.33,360.78,922.66
2344,20240726,1,262,1,2,383.23,225.83,766.46
2345,20241006,31,160,3,6,462.74,278.79,2776.44
2346,20240721,23,168,8,6,258.33,170.51,1549.98
2347,20240823,16,105,2,8,226.1,144.21,1808.8
2348,20241102,39,288,6,8,285.21,235.57,2281.68
2349,20241228,39,298,4,8,189.21,160.18,1513.68
2350,20240209,15,21,5,6,109.35,74.0,656.1
2351,20240917,1,36,7,1,419.15,255.82,419.15
2352,20240323,6,223,7,6,341.86,239.11,2051.16
2353,20240313,5,242,7,9,166.2,116.12,1495.8
2354,20241017,45,58,4,9,225.91,155.84,2033.19
2355,20240126,27,64,1,9,116.6,64.84,1049.4
2356,20241106,31,273,8,1,283.61,166.91,283.61
2357,20241009,11,182,8,5,182.39,108.03,911.95
2358,20241230,39,48,7,7,438.41,287.39,3068.87
2359,20240901,33,244,4,3,266.54,193.04,799.62
2360,20241115,34,30,3,5,208.81,169.84,1044.05
2361,20240213,22,93,2,1,376.06,232.03,376.06
2362,20241121,32,286,3,2,453.03,353.98,906.06
2363,20240228,25,89,3,1,409.62,253.09,409.62
2364,20240425,18,26,3,10,249.98,139.94,2499.8
