order_id,order_date,product,category,region,units,unit_price,cost
ORD-100684,2024-03-02,Wool Beanie,Apparel,West,2.0,22.26,7.02
ORD-100685,2024-10-20,Throw Blanket,Home,East,4.0,48.28,19.84
ORD-100686,2024-05-28,Water Bottle,Health,South,1.0,20.76,6.96
ORD-100687,2024-08-05,4K Webcam,Electronics,South,4.0,92.87,40.71
ORD-100688,2024-06-11,Wireless Mouse,Electronics,Central,6.0,24.55,11.01
ORD-100689,2024-10-13,Throw Blanket,Home,Central,3.0,49.81,20.43
ORD-100690,2024-12-30,Wireless Mouse,Electronics,North,5.0,26.48,11.07
ORD-100691,2024-10-18,Mechanical Keyboard,Electronics,West,8.0,86.47,37.57
ORD-100692,2024-12-06,Water Bottle,Health,South,2.0,20.74,7.11
ORD-100693,2024-12-12,Protein Powder,Health,South,3.0,55.12,24.79
ORD-100694,2024-02-02,Throw Blanket,Home,East,1.0,48.87,19.56
ORD-100695,2024-04-02,Protein Powder,Health,Central,5.0,56.53,23.94
ORD-100696,2024-09-21,Mechanical Keyboard,Electronics,East,2.0,78.54,39.77
ORD-100697,2024-08-03,Mechanical Keyboard,Electronics,Central,7.0,79.75,36.32
ORD-100698,2024-01-19,4K Webcam,Electronics,Central,3.0,84.29,43.96
ORD-100699,2024-02-04,Wireless Mouse,Electronics,West,6.0,26.62,10.41
ORD-100700,2024-07-09,Yoga Mat,Health,West,2.0,33.0,12.82
ORD-100701,2024-08-13,Wireless Mouse,Electronics,West,3.0,24.46,10.58
ORD-100702,2024-03-02,Wool Beanie,Apparel,South,2.0,22.11,7.61
ORD-100703,2024-03-03,Protein Powder,Health,Central,5.0,60.48,23.52
ORD-100704,2024-02-17,Throw Blanket,Home,Central,1.0,47.96,19.6
ORD-100705,2024-07-25,Noise-Cancel Headphones,Electronics,West,1.0,144.04,68.96
ORD-100706,2024-01-03,Denim Jacket,Apparel,West,5.0,116.7,55.21
ORD-100707,2024-07-28,Wool Beanie,Apparel,Central,5.0,23.82,6.91
ORD-100708,2024-06-23,Desk Lamp,Home,North,3.0,33.52,15.91
ORD-100709,2024-06-19,Running Shoes,Apparel,North,4.0,90.24,36.07
ORD-100710,2024-09-05,4K Webcam,Electronics,Central,4.0,101.15,41.09
ORD-100711,2024-07-10,Desk Lamp,Home,East,7.0,40.15,16.01
ORD-100712,2024-09-23,Yoga Mat,Health,West,4.0,33.06,13.54
ORD-100713,2024-10-06,Denim Jacket,Apparel,East,7.0,119.75,57.88
ORD-100714,2024-12-02,Wireless Mouse,Electronics,East,2.0,25.08,10.92
ORD-100715,2024-10-19,Wool Beanie,Apparel,North,2.0,22.93,7.23
ORD-100716,2024-07-08,Yoga Mat,Health,South,4.0,38.22,12.43
ORD-100717,2024-06-29,Water Bottle,Health,North,1.0,20.39,7.21
ORD-100718,2024-03-27,Running Shoes,Apparel,East,6.0,92.44,41.04
ORD-100719,2024-08-07,USB-C Hub,Electronics,North,4.0,46.77,18.1
ORD-100720,2024-02-20,Ceramic Mug,Home,Central,3.0,13.51,3.97
ORD-100721,2024-12-06,Protein Powder,Health,South,5.0,52.16,25.34
ORD-100722,2024-11-05,Water Bottle,Health,West,1.0,18.24,7.05
ORD-100723,2024-02-13,Wireless Mouse,Electronics,North,4.0,23.04,11.66
ORD-100724,2024-10-14,4K Webcam,Electronics,North,8.0,85.01,39.77
ORD-100725,2024-02-12,Denim Jacket,Apparel,East,6.0,112.93,57.31
ORD-100726,2024-09-20,Mechanical Keyboard,Electronics,West,5.0,80.24,37.01
ORD-100727,2024-02-02,Yoga Mat,Health,Central,5.0,32.9,13.12
ORD-100728,2024-06-27,Mechanical Keyboard,Electronics,East,4.0,67.15,38.33
ORD-100729,2024-08-28,Scented Candle,Home,West,8.0,17.06,6.16
ORD-100730,2024-09-23,Yoga Mat,Health,West,8.0,34.17,13.13
ORD-100731,2024-06-02,Scented Candle,Home,West,4.0,17.46,5.82
ORD-100732,2024-12-03,Desk Lamp,Home,West,8.0,41.96,16.56
ORD-100733,2024-10-10,4K Webcam,Electronics,North,1.0,86.27,43.84
ORD-100734,2024-03-17,Protein Powder,Health,East,3.0,57.42,23.44
ORD-100735,2024-09-02,Running Shoes,Apparel,Central,3.0,94.91,38.92
ORD-100736,2024-09-24,Wireless Mouse,Electronics,East,6.0,24.95,11.22
ORD-100737,2024-05-02,Cotton T-Shirt,Apparel,North,5.0,18.21,5.92
ORD-100738,2024-09-27,Cotton T-Shirt,Apparel,West,4.0,18.94,5.97
ORD-100739,2024-11-24,Wool Beanie,Apparel,South,3.0,21.16,7.16
ORD-100740,2024-10-26,4K Webcam,Electronics,East,5.0,89.76,40.25
ORD-100741,2024-10-06,Denim Jacket,Apparel,East,3.0,118.58,54.41
ORD-100742,2024-08-20,Running Shoes,Apparel,West,4.0,90.51,41.83
ORD-100743,2024-04-09,Cotton T-Shirt,Apparel,Central,3.0,19.94,6.35
ORD-100744,2024-10-18,Throw Blanket,Home,West,8.0,50.05,20.02
ORD-100745,2024-05-13,4K Webcam,Electronics,Central,6.0,87.01,38.97
ORD-100746,2024-07-13,Desk Lamp,Home,North,2.0,39.28,15.23
ORD-100747,2024-04-25,4K Webcam,Electronics,West,8.0,88.63,41.23
ORD-100748,2024-04-24,Protein Powder,Health,East,6.0,52.61,22.92
ORD-100749,2024-02-27,Cotton T-Shirt,Apparel,West,3.0,19.07,5.63
ORD-100750,2024-12-17,Wireless Mouse,Electronics,North,5.0,24.22,11.28
ORD-100751,2024-02-24,USB-C Hub,Electronics,East,2.0,42.87,19.52
ORD-100752,2024-02-01,Desk Lamp,Home,North,1.0,35.84,15.76
ORD-100753,2024-12-08,Protein Powder,Health,West,4.0,54.01,24.28
ORD-100754,2024-07-22,Noise-Cancel Headphones,Electronics,South,7.0,153.22,70.53
ORD-100755,2024-06-09,Ceramic Mug,Home,North,3.0,13.51,4.1
ORD-100756,2024-09-26,Ceramic Mug,Home,North,4.0,15.76,4.1
ORD-100757,2024-05-20,USB-C Hub,Electronics,South,8.0,46.99,17.02
ORD-100758,2024-02-16,Denim Jacket,Apparel,Central,8.0,127.83,54.47
ORD-100759,2024-09-24,Throw Blanket,Home,Central,4.0,50.95,20.41
ORD-100760,2024-03-05,Water Bottle,Health,North,1.0,21.85,6.89
ORD-100761,2024-07-21,Protein Powder,Health,Central,6.0,52.84,24.03
ORD-100762,2024-12-13,Mechanical Keyboard,Electronics,East,6.0,68.89,39.14
ORD-100763,2024-12-08,Noise-Cancel Headphones,Electronics,South,8.0,145.68,70.23
ORD-100764,2024-05-12,Running Shoes,Apparel,Central,8.0,97.65,44.53
ORD-100765,2024-10-12,USB-C Hub,Electronics,South,6.0,45.34,19.86
ORD-100766,2024-08-12,Ceramic Mug,Home,North,1.0,14.19,3.98
ORD-100767,2024-06-24,Wireless Mouse,Electronics,South,2.0,26.65,10.91
ORD-100768,2024-02-21,Mechanical Keyboard,Electronics,North,6.0,80.51,33.67
ORD-100769,2024-05-17,Wireless Mouse,Electronics,East,5.0,26.0,10.86
ORD-100770,2024-08-26,4K Webcam,Electronics,North,4.0,84.82,38.78
ORD-100771,2024-12-27,Desk Lamp,Home,South,4.0,36.86,16.14
ORD-100772,2024-01-02,USB-C Hub,Electronics,South,6.0,48.63,19.12
ORD-100773,2024-09-19,Water Bottle,Health,West,4.0,20.1,7.19
ORD-100774,2024-11-05,4K Webcam,Electronics,Central,2.0,86.23,43.29
ORD-100775,2024-12-14,Wireless Mouse,Electronics,North,8.0,24.22,10.99
ORD-100776,2024-06-04,Cotton T-Shirt,Apparel,West,3.0,18.38,6.55
ORD-100777,2024-02-13,Throw Blanket,Home,,3.0,47.26,20.19
ORD-100778,2024-04-09,Mechanical Keyboard,Electronics,Central,1.0,73.93,36.01
ORD-100779,2024-11-07,Mechanical Keyboard,Electronics,South,4.0,73.07,37.15
ORD-100780,2024-11-17,Protein Powder,Health,Central,8.0,54.46,23.64
ORD-100781,2024-08-21,Ceramic Mug,Home,West,2.0,13.58,4.09
ORD-100782,2024-02-14,Cotton T-Shirt,Apparel,South,2.0,20.05,5.77
ORD-100783,2024-02-14,Desk Lamp,Home,South,2.0,39.57,15.81
ORD-100784,2024-06-24,Protein Powder,Health,South,1.0,55.73,23.85
ORD-100785,2024-08-03,Cotton T-Shirt,Apparel,East,5.0,18.29,5.89
ORD-100786,2024-01-12,Wool Beanie,Apparel,East,3.0,21.87,7.23
ORD-100787,2024-09-08,Wireless Mouse,Electronics,West,7.0,25.45,11.28
ORD-100788,2024-07-18,4K Webcam,Electronics,East,4.0,92.19,42.91
ORD-100789,2024-01-05,Ceramic Mug,Home,West,6.0,13.93,3.95
ORD-100790,2024-02-05,Noise-Cancel Headphones,Electronics,East,1.0,157.04,73.37
ORD-100791,2024-06-15,Water Bottle,Health,South,3.0,20.01,6.62
ORD-100792,2024-09-21,Water Bottle,Health,South,4.0,20.79,6.61
ORD-100793,2024-10-29,4K Webcam,Electronics,West,1.0,86.82,39.01
ORD-100794,2024-06-06,Running Shoes,Apparel,North,4.0,86.39,42.02
ORD-100795,2024-04-18,Noise-Cancel Headphones,Electronics,South,4.0,151.0,73.37
ORD-100796,2024-12-20,Wool Beanie,Apparel,South,4.0,22.8,6.83
ORD-100797,2024-06-16,Mechanical Keyboard,Electronics,West,5.0,81.27,37.28
ORD-100798,2024-04-25,Running Shoes,Apparel,North,7.0,97.01,41.64
ORD-100799,2024-06-10,Wool Beanie,Apparel,East,7.0,21.62,7.16
ORD-100800,2024-01-05,Ceramic Mug,Home,West,1.0,13.44,3.92
ORD-100801,2024-04-20,Ceramic Mug,Home,Central,6.0,14.39,3.91
ORD-100802,2024-07-07,Noise-Cancel Headphones,Electronics,East,8.0,152.18,66.23
ORD-100803,2024-12-02,Desk Lamp,Home,Central,7.0,37.91,15.63
ORD-100804,2024-09-27,Throw Blanket,Home,West,3.0,51.72,20.94
ORD-100805,2024-10-12,Desk Lamp,Home,West,7.0,37.28,16.06
ORD-100806,2024-07-18,Denim Jacket,Apparel,South,7.0,116.5,53.37
ORD-100807,2024-02-10,Yoga Mat,Health,Central,3.0,37.86,13.64
ORD-100808,2024-05-23,Running Shoes,Apparel,South,7.0,99.13,41.02
ORD-100809,2024-12-30,Desk Lamp,Home,North,6.0,38.3,16.91
ORD-100810,2024-01-17,Noise-Cancel Headphones,Electronics,North,7.0,151.14,73.93
ORD-100811,2024-11-17,Noise-Cancel Headphones,Electronics,West,6.0,150.15,70.16
ORD-100812,2024-09-07,Wool Beanie,Apparel,West,7.0,18.98,6.58
ORD-100813,2024-04-13,Wool Beanie,Apparel,North,8.0,21.0,7.64
ORD-100814,2024-10-11,Throw Blanket,Home,Central,7.0,48.88,20.31
ORD-100815,2024-11-02,4K Webcam,Electronics,South,4.0,87.41,40.47
ORD-100816,2024-01-16,Protein Powder,Health,West,5.0,55.68,24.92
ORD-100817,2024-02-08,Cotton T-Shirt,Apparel,East,6.0,20.07,6.17
ORD-100818,2024-08-31,Wool Beanie,Apparel,East,7.0,21.65,7.37
ORD-100819,2024-12-31,Yoga Mat,Health,West,4.0,33.15,12.66
ORD-100820,2024-01-09,Wool Beanie,Apparel,Central,3.0,22.36,7.09
ORD-100821,2024-08-31,Scented Candle,Home,West,6.0,17.71,5.72
ORD-100822,2024-02-19,Yoga Mat,Health,Central,8.0,34.73,13.35
ORD-100823,2024-08-25,Water Bottle,Health,Central,8.0,19.71,6.99
ORD-100824,2024-08-16,Denim Jacket,Apparel,South,2.0,133.45,55.62
ORD-100825,2024-02-03,Running Shoes,Apparel,East,8.0,84.36,41.75
ORD-100826,2024-09-06,Noise-Cancel Headphones,Electronics,North,7.0,146.11,69.3
ORD-100827,2024-11-24,Wool Beanie,Apparel,Central,2.0,22.0,6.76
ORD-100828,2024-11-12,Yoga Mat,Health,Central,1.0,33.63,13.41
ORD-100829,2024-01-11,Denim Jacket,Apparel,Central,2.0,125.4,58.28
ORD-100830,2024-03-31,Cotton T-Shirt,Apparel,West,8.0,19.77,5.87
ORD-100831,2024-03-29,Mechanical Keyboard,Electronics,Central,7.0,78.81,38.84
ORD-100832,2024-06-14,Running Shoes,Apparel,West,5.0,93.71,42.73
ORD-100833,2024-02-22,Noise-Cancel Headphones,Electronics,South,6.0,148.17,70.02
ORD-100834,2024-11-08,Water Bottle,Health,South,4.0,19.9,6.57
ORD-100835,2024-10-11,Wool Beanie,Apparel,East,8.0,21.91,6.64
ORD-100836,2024-10-22,USB-C Hub,Electronics,East,2.0,44.58,18.41
ORD-100837,2024-03-13,Mechanical Keyboard,Electronics,West,3.0,80.0,34.75
ORD-100838,2024-01-06,Protein Powder,Health,West,2.0,57.07,25.35
ORD-100839,2024-11-29,Yoga Mat,Health,Central,7.0,32.85,13.19
ORD-100840,2024-04-15,Desk Lamp,Home,West,5.0,36.95,15.98
ORD-100841,2024-08-28,Mechanical Keyboard,Electronics,North,6.0,72.09,34.67
ORD-100842,2024-11-28,Mechanical Keyboard,Electronics,South,8.0,82.42,35.23
ORD-100843,2024-01-14,Noise-Cancel Headphones,Electronics,South,2.0,150.86,69.99
ORD-100844,2024-01-03,Desk Lamp,Home,West,8.0,39.99,17.26
ORD-100845,2024-01-02,Desk Lamp,Home,South,2.0,36.21,15.55
ORD-100846,2024-02-27,Protein Powder,Health,Central,7.0,59.91,24.83
ORD-100847,2024-01-19,Mechanical Keyboard,Electronics,South,6.0,76.6,37.27
ORD-100848,2024-10-27,USB-C Hub,Electronics,East,7.0,45.38,19.04
ORD-100849,2024-08-09,Yoga Mat,Health,Central,2.0,36.5,13.63
ORD-100850,2024-12-24,Yoga Mat,Health,South,8.0,33.27,12.82
ORD-100851,2024-10-20,Throw Blanket,Home,North,7.0,47.66,19.45
ORD-100852,2024-12-18,Mechanical Keyboard,Electronics,South,1.0,79.71,40.16
ORD-100853,2024-03-28,Mechanical Keyboard,Electronics,South,5.0,90.29,38.07
ORD-100854,2024-04-15,Wireless Mouse,Electronics,West,7.0,25.38,11.48
ORD-100855,2024-11-06,Throw Blanket,Home,West,4.0,52.94,19.45
ORD-100856,2024-03-30,Protein Powder,Health,East,4.0,58.32,25.35
ORD-100857,2024-01-21,Scented Candle,Home,East,3.0,18.33,6.07
ORD-100858,2024-09-01,4K Webcam,Electronics,East,5.0,84.6,41.71
ORD-100859,2024-10-20,Desk Lamp,Home,North,8.0,41.07,16.08
ORD-100860,2024-12-20,Wireless Mouse,Electronics,North,5.0,23.13,10.78
ORD-100861,2024-12-05,Protein Powder,Health,West,6.0,59.4,24.0
ORD-100862,2024-02-14,Yoga Mat,Health,Central,7.0,35.35,12.77
ORD-100863,2024-10-09,Throw Blanket,Home,East,7.0,42.51,20.77
ORD-100864,2024-11-05,Yoga Mat,Health,North,4.0,34.4,12.89
ORD-100865,2024-09-12,Ceramic Mug,Home,Central,7.0,14.46,3.76
ORD-100866,2024-10-27,Denim Jacket,Apparel,South,3.0,118.58,51.31
ORD-100867,2024-11-02,Cotton T-Shirt,Apparel,West,5.0,19.68,5.59
ORD-100868,2024-06-12,Yoga Mat,Health,Central,3.0,33.51,13.32
ORD-100869,2024-01-15,Throw Blanket,Home,Central,8.0,45.8,19.08
ORD-100870,2024-06-15,Noise-Cancel Headphones,Electronics,North,6.0,148.47,70.84
ORD-100871,2024-03-14,Water Bottle,Health,North,5.0,20.03,7.04
ORD-100872,2024-02-11,Wireless Mouse,Electronics,West,4.0,24.56,10.97
ORD-100873,2024-02-15,Ceramic Mug,Home,West,5.0,14.86,4.07
ORD-100874,2024-09-12,Noise-Cancel Headphones,Electronics,Central,7.0,142.67,70.44
ORD-100875,2024-07-03,Scented Candle,Home,East,3.0,18.28,5.35
ORD-100876,2024-07-16,Running Shoes,Apparel,North,7.0,95.32,41.46
ORD-100877,2024-09-29,Running Shoes,Apparel,West,3.0,87.61,42.71
ORD-100878,2024-07-19,Scented Candle,Home,West,2.0,16.81,6.39
ORD-100879,2024-08-18,Desk Lamp,Home,East,6.0,39.02,17.08
ORD-100880,2024-02-01,Running Shoes,Apparel,West,6.0,104.41,39.71
ORD-100881,2024-11-07,Water Bottle,Health,South,3.0,20.58,6.9
ORD-100882,2024-06-13,Denim Jacket,Apparel,Central,6.0,109.65,51.55
ORD-100883,2024-02-26,USB-C Hub,Electronics,North,6.0,38.25,20.16
ORD-100884,2024-10-24,Wireless Mouse,Electronics,Central,7.0,25.92,11.45
ORD-100885,2024-09-25,Noise-Cancel Headphones,Electronics,Central,8.0,148.28,70.98
ORD-100886,2024-01-20,Throw Blanket,Home,West,7.0,51.8,20.13
ORD-100887,2024-03-11,Wool Beanie,Apparel,Central,4.0,21.03,7.39
ORD-100888,2024-01-06,Cotton T-Shirt,Apparel,Central,2.0,19.33,6.29
ORD-100889,2024-04-09,Denim Jacket,Apparel,North,1.0,125.08,57.55
ORD-100890,2024-02-06,Protein Powder,Health,East,5.0,53.77,24.44
ORD-100891,2024-09-16,Ceramic Mug,Home,West,6.0,13.7,3.94
ORD-100892,2024-07-10,Wireless Mouse,Electronics,Central,6.0,25.03,11.34
ORD-100893,2024-12-24,Wireless Mouse,Electronics,West,1.0,25.68,11.36
ORD-100894,2024-10-01,Denim Jacket,Apparel,East,6.0,119.91,54.58
ORD-100895,2024-08-11,Running Shoes,Apparel,East,7.0,99.63,41.41
ORD-100896,2024-07-05,Protein Powder,Health,North,6.0,53.73,25.09
ORD-100897,2024-01-20,Ceramic Mug,Home,South,5.0,13.07,4.27
ORD-100898,2024-01-26,Desk Lamp,Home,East,1.0,42.86,15.52
ORD-100899,2024-08-13,Ceramic Mug,Home,Central,4.0,13.58,3.96
ORD-100900,2024-01-02,Cotton T-Shirt,Apparel,Central,6.0,18.46,6.08
ORD-100901,2024-01-16,Scented Candle,Home,West,5.0,17.94,6.12
ORD-100902,2024-03-21,Ceramic Mug,Home,North,5.0,14.05,3.92
ORD-100903,2024-11-19,Throw Blanket,Home,West,5.0,48.05,21.51
ORD-100904,2024-06-16,Noise-Cancel Headphones,Electronics,East,5.0,148.87,71.18
ORD-100905,2024-09-16,Scented Candle,Home,West,3.0,17.96,6.13
ORD-100906,2024-05-30,4K Webcam,Electronics,East,5.0,89.78,43.88
ORD-100907,2024-03-04,Desk Lamp,Home,West,3.0,34.4,15.71
ORD-100908,2024-05-15,Desk Lamp,Home,South,4.0,42.67,15.94
ORD-100909,2024-02-03,Ceramic Mug,Home,North,4.0,13.9,3.8
ORD-100910,2024-10-08,Water Bottle,Health,South,6.0,20.58,6.95
ORD-100911,2024-03-08,Wool Beanie,Apparel,Central,8.0,20.48,6.58
ORD-100912,2024-05-17,Wireless Mouse,Electronics,North,6.0,24.41,11.33
ORD-100913,2024-12-24,Ceramic Mug,Home,South,2.0,13.53,4.07
ORD-100914,2024-08-04,Desk Lamp,Home,South,6.0,41.87,15.82
ORD-100915,2024-06-16,Mechanical Keyboard,Electronics,Central,3.0,76.69,37.85
ORD-100916,2024-07-17,Mechanical Keyboard,Electronics,South,1.0,81.99,39.16
ORD-100917,2024-10-13,4K Webcam,Electronics,Central,2.0,86.11,39.14
ORD-100918,2024-04-03,Protein Powder,Health,Central,8.0,53.76,24.2
ORD-100919,2024-08-20,Wool Beanie,Apparel,West,4.0,21.73,7.2
ORD-100920,2024-11-15,Water Bottle,Health,South,2.0,21.28,6.5
ORD-100921,2024-07-28,Protein Powder,Health,East,2.0,49.8,24.66
ORD-100922,2024-06-12,Wool Beanie,Apparel,West,6.0,20.55,6.53
ORD-100923,2024-02-23,Scented Candle,Home,North,7.0,16.25,5.97
ORD-100924,2024-03-31,Cotton T-Shirt,Apparel,Central,3.0,17.97,5.72
ORD-100925,2024-12-12,Mechanical Keyboard,Electronics,East,1.0,75.79,40.18
ORD-100926,2024-07-17,Running Shoes,Apparel,Central,3.0,87.33,40.06
ORD-100927,2024-04-20,Ceramic Mug,Home,West,6.0,13.49,3.74
ORD-100928,2024-06-02,USB-C Hub,Electronics,Central,1.0,40.47,19.1
ORD-100929,2024-07-30,Noise-Cancel Headphones,Electronics,North,3.0,141.42,68.84
ORD-100930,2024-07-15,Wireless Mouse,Electronics,North,1.0,26.5,10.34
ORD-100931,2024-09-13,Throw Blanket,Home,North,4.0,49.99,20.42
ORD-100932,2024-04-04,Yoga Mat,Health,Central,2.0,35.33,11.96
ORD-100933,2024-08-25,Protein Powder,Health,Central,2.0,52.24,23.01
ORD-100934,2024-06-11,Running Shoes,Apparel,Central,1.0,87.7,41.03
ORD-100935,2024-12-10,Ceramic Mug,Home,South,6.0,13.2,4.13
ORD-100936,2024-02-27,Water Bottle,Health,South,4.0,19.96,7.36
ORD-100937,2024-02-24,Ceramic Mug,Home,South,8.0,14.61,4.18
ORD-100938,2024-06-17,4K Webcam,Electronics,Central,4.0,93.02,40.75
ORD-100939,2024-07-05,Cotton T-Shirt,Apparel,South,2.0,19.6,5.42
ORD-100940,2024-09-09,Throw Blanket,Home,East,2.0,47.19,20.31
ORD-100941,2024-05-27,Denim Jacket,Apparel,West,8.0,120.15,58.24
ORD-100942,2024-11-30,Protein Powder,Health,South,5.0,54.12,25.18
ORD-100943,2024-06-22,Protein Powder,Health,East,3.0,54.45,24.44
ORD-100944,2024-02-17,Wireless Mouse,Electronics,West,6.0,27.55,10.48
ORD-100945,2024-02-13,Throw Blanket,Home,West,5.0,44.68,19.58
ORD-100946,2024-12-22,Cotton T-Shirt,Apparel,North,1.0,18.78,6.46
ORD-100947,2024-02-19,Wool Beanie,Apparel,East,6.0,23.33,6.6
ORD-100948,2024-12-12,4K Webcam,Electronics,North,1.0,82.48,39.12
ORD-100949,2024-04-11,Cotton T-Shirt,Apparel,North,2.0,18.39,6.23
ORD-100950,2024-02-04,Cotton T-Shirt,Apparel,West,6.0,18.5,5.9
ORD-100951,2024-04-21,Wireless Mouse,Electronics,East,4.0,24.72,10.48
ORD-100952,2024-08-12,Desk Lamp,Home,South,2.0,35.89,16.98
ORD-100953,2024-06-05,USB-C Hub,Electronics,North,1.0,46.34,19.35
ORD-100954,2024-10-14,Running Shoes,Apparel,Central,5.0,98.16,41.36
ORD-100955,2024-08-11,Noise-Cancel Headphones,Electronics,Central,6.0,152.79,66.79
ORD-100956,2024-05-26,USB-C Hub,Electronics,Central,2.0,43.04,20.56
ORD-100957,2024-08-20,Cotton T-Shirt,Apparel,North,4.0,19.08,5.99
ORD-100958,2024-12-21,Yoga Mat,Health,North,3.0,33.43,13.73
ORD-100959,2024-05-30,Water Bottle,Health,South,8.0,19.67,7.25
ORD-100960,2024-02-26,Running Shoes,Apparel,North,7.0,105.23,41.12
ORD-100961,2024-05-29,Wool Beanie,Apparel,East,3.0,22.11,6.86
ORD-100962,2024-11-03,Water Bottle,Health,West,5.0,18.81,7.4
ORD-100963,2024-03-20,Noise-Cancel Headphones,Electronics,North,8.0,150.34,74.1
ORD-100964,2024-12-13,Water Bottle,Health,South,3.0,18.65,6.47
ORD-100965,2024-08-03,Mechanical Keyboard,Electronics,East,2.0,74.26,38.84
ORD-100966,2024-08-08,Noise-Cancel Headphones,Electronics,South,3.0,141.24,69.66
ORD-100967,2024-04-26,Cotton T-Shirt,Apparel,East,5.0,18.58,5.75
ORD-100968,2024-12-02,Wireless Mouse,Electronics,East,8.0,26.17,11.12
ORD-100969,2024-01-14,Protein Powder,Health,Central,3.0,56.59,22.7
ORD-100970,2024-04-19,Protein Powder,Health,South,1.0,56.44,23.55
ORD-100971,2024-06-02,Running Shoes,Apparel,North,2.0,89.78,40.66
ORD-100972,2024-06-23,Protein Powder,Health,Central,4.0,53.51,23.52
ORD-100973,2024-06-22,Desk Lamp,Home,East,1.0,39.53,15.95
ORD-100974,2024-02-24,Desk Lamp,Home,East,1.0,37.77,15.35
ORD-100975,2024-03-23,Desk Lamp,Home,West,6.0,38.46,17.01
ORD-100976,2024-02-04,Ceramic Mug,Home,Central,7.0,14.31,4.08
ORD-100977,2024-07-28,Mechanical Keyboard,Electronics,North,2.0,77.62,40.73
ORD-100978,2024-05-08,Yoga Mat,Health,Central,5.0,35.4,12.92
ORD-100979,2024-07-26,Ceramic Mug,Home,West,5.0,15.11,3.91
ORD-100980,2024-08-03,Yoga Mat,Health,East,6.0,34.7,13.91
ORD-100981,2024-09-13,Water Bottle,Health,Central,8.0,21.18,6.84
ORD-100982,2024-07-19,USB-C Hub,Electronics,South,8.0,46.26,18.86
ORD-100983,2024-08-25,Running Shoes,Apparel,West,3.0,88.03,43.21
ORD-100984,2024-08-02,Noise-Cancel Headphones,Electronics,East,8.0,140.79,66.53
ORD-100985,2024-08-26,Wireless Mouse,Electronics,Central,1.0,23.96,11.31
ORD-100986,2024-08-13,Water Bottle,Health,East,8.0,19.15,7.16
ORD-100987,2024-04-25,Yoga Mat,Health,West,2.0,34.84,13.66
ORD-100988,2024-03-31,Yoga Mat,Health,East,1.0,36.08,13.46
ORD-100989,2024-10-15,Yoga Mat,Health,South,1.0,37.2,13.68
ORD-100990,2024-05-05,Scented Candle,Home,South,1.0,18.28,5.97
ORD-100991,2024-07-19,Wool Beanie,Apparel,Central,4.0,21.51,6.76
ORD-100992,2024-03-13,Water Bottle,Health,Central,6.0,17.92,7.59
ORD-100993,2024-06-06,Wool Beanie,Apparel,South,6.0,22.08,6.57
ORD-100994,2024-07-12,Scented Candle,Home,Central,1.0,18.02,5.66
ORD-100995,2024-08-17,Noise-Cancel Headphones,Electronics,East,3.0,150.36,71.58
ORD-100996,2024-07-11,Throw Blanket,Home,North,2.0,54.16,21.3
ORD-100997,2024-05-12,Protein Powder,Health,West,2.0,58.41,24.18
ORD-100998,2024-12-18,Scented Candle,Home,North,6.0,18.71,6.24
ORD-100999,2024-07-06,Denim Jacket,Apparel,Central,6.0,114.23,50.61
ORD-101000,2024-10-22,Noise-Cancel Headphones,Electronics,East,2.0,145.18,68.6
ORD-101001,2024-09-26,Wireless Mouse,Electronics,Central,3.0,24.88,10.18
ORD-101002,2024-07-23,Scented Candle,Home,East,8.0,17.3,6.19
ORD-101003,2024-11-20,Scented Candle,Home,North,5.0,18.45,5.63
ORD-101004,2024-02-16,Desk Lamp,Home,West,2.0,39.7,15.18
ORD-101005,2024-12-03,Water Bottle,Health,West,8.0,18.91,7.14
ORD-101006,2024-11-07,Denim Jacket,Apparel,South,2.0,127.18,57.34
ORD-101007,2024-07-03,Protein Powder,Health,South,3.0,55.28,23.85
ORD-101008,2024-09-25,Throw Blanket,Home,Central,6.0,44.76,20.46
ORD-101009,2024-07-09,4K Webcam,Electronics,West,5.0,88.77,41.88
ORD-101010,2024-04-08,Protein Powder,Health,South,1.0,55.77,23.79
ORD-101011,2024-10-19,Wireless Mouse,Electronics,West,7.0,26.22,10.52
ORD-101012,2024-03-31,Ceramic Mug,Home,South,2.0,13.76,4.09
ORD-101013,2024-04-25,Water Bottle,Health,North,6.0,20.83,7.17
ORD-101014,2024-07-09,Scented Candle,Home,West,3.0,18.17,6.21
ORD-101015,2024-11-02,Yoga Mat,Health,Central,7.0,32.7,13.16
ORD-101016,2024-05-20,Wireless Mouse,Electronics,Central,8.0,23.23,10.49
ORD-101017,2024-06-29,Wool Beanie,Apparel,East,7.0,23.23,7.19
ORD-101018,2024-01-16,Desk Lamp,Home,North,8.0,41.33,16.0
ORD-101019,2024-02-12,Scented Candle,Home,East,5.0,18.29,5.88
ORD-101020,2024-01-21,Yoga Mat,Health,West,1.0,37.62,12.85
ORD-101021,2024-01-27,Denim Jacket,Apparel,Central,5.0,126.34,53.48
ORD-101022,2024-11-13,Scented Candle,Home,North,4.0,18.62,6.21
ORD-101023,2024-11-04,Running Shoes,Apparel,West,6.0,90.67,39.62
ORD-101024,2024-10-27,Protein Powder,Health,East,2.0,59.76,23.05
ORD-101025,2024-01-21,Mechanical Keyboard,Electronics,East,6.0,81.12,37.5
